date,open,high,low,close,volume,Name
2/8/2013,163.57,165.8,162.325,164.44,1163956,BIIB
2/11/2013,164.51,165.28,163.055,163.96,1036172,BIIB
2/12/2013,163.98,165.94,163.32,165.45,1079829,BIIB
2/13/2013,163.39,167.29,163.34,165.91,1378081,BIIB
2/14/2013,165.67,165.77,163.45,164.59,1203561,BIIB
2/15/2013,165.34,169.07,164.4,168.74,1933942,BIIB
2/19/2013,168.67,168.9,165.79,166.81,1127644,BIIB
2/20/2013,166.3,168.55,164.72,164.77,1540483,BIIB
2/21/2013,164.8,165.47,161.97,162.6,1162498,BIIB
2/22/2013,163.14,164.67,162.69,164.4,746660,BIIB
2/25/2013,164.09,166.95,161.25,161.36,1215702,BIIB
2/26/2013,160.65,163.52,160.4201,161.99,1381027,BIIB
2/27/2013,163,167.23,162.74,166.06,1034545,BIIB
2/28/2013,165.6,168.6861,164.62,166.34,1212147,BIIB
3/1/2013,165.3,171.11,164.45,168.7,1710887,BIIB
3/4/2013,167.64,170.02,165.98,169.96,1230019,BIIB
3/5/2013,170.08,173.72,170.05,171.31,1371156,BIIB
3/6/2013,171.54,172.58,169.99,172.45,1073982,BIIB
3/7/2013,172.44,173,171,171.47,968849,BIIB
3/8/2013,172.41,172.985,171.22,172.38,1165528,BIIB
3/11/2013,171.85,174.21,171.42,174.14,1092173,BIIB
3/12/2013,174.44,176.47,173.8101,176.05,1944621,BIIB
3/13/2013,175.62,176.34,174.23,176.15,1191460,BIIB
3/14/2013,176.2,177.91,175.91,176.78,1041776,BIIB
3/15/2013,175.96,178.18,175.76,176.78,2049444,BIIB
3/18/2013,174.81,176.74,174.53,175.52,870968,BIIB
3/19/2013,175.78,177.55,174.72,175.61,1236352,BIIB
3/20/2013,177.06,178.41,176.64,178.1,830709,BIIB
3/21/2013,177.28,178.33,176.18,176.55,1047714,BIIB
3/22/2013,176.88,178.9,176.88,178,929254,BIIB
3/25/2013,178.48,178.48,175.63,176.22,1136549,BIIB
3/26/2013,177.42,178.13,175.98,177.09,1232662,BIIB
3/27/2013,176.52,184.17,176.01,182.68,2456383,BIIB
3/28/2013,186.6,192.92,186.36,192.618,3994948,BIIB
4/1/2013,193.66,196.78,191.8,192.77,2067026,BIIB
4/2/2013,194.94,199.5399,194.23,198.19,2039241,BIIB
4/3/2013,198.38,199.0456,194.16,195.74,1824010,BIIB
4/4/2013,197.76,198.87,194.48,195.68,1199070,BIIB
4/5/2013,193.05,193.9899,191.8,193.31,1317763,BIIB
4/8/2013,193.6,194.8799,192.33,194.13,709139,BIIB
4/9/2013,194.51,195.43,192.2,193.17,746358,BIIB
4/10/2013,193.69,198.44,193.22,198.34,887061,BIIB
4/11/2013,198.94,201,197.18,200.26,884832,BIIB
4/12/2013,202.59,209,201.9,207.01,1833671,BIIB
4/15/2013,206.88,207.5,198.5094,198.75,1409009,BIIB
4/16/2013,201.51,202.48,197.74,202.125,1308037,BIIB
4/17/2013,200.11,204.75,199,204.08,1309947,BIIB
4/18/2013,204.18,204.18,197.92,198.66,978791,BIIB
4/19/2013,197.65,203.72,197.5,203.27,942567,BIIB
4/22/2013,204.86,216.67,204.36,215.2,2677905,BIIB
4/23/2013,216.88,217.8,211.23,212.76,1971634,BIIB
4/24/2013,211.93,212.31,205.91,206.18,1584701,BIIB
4/25/2013,212.23,217.67,212.1001,216,1984793,BIIB
4/26/2013,215.89,218.455,212.53,213.59,1083351,BIIB
4/29/2013,219.71,225,219.35,223.61,2066235,BIIB
4/30/2013,223.94,226.18,218.21,218.93,1620301,BIIB
5/1/2013,215.39,218.39,214,214.33,1236124,BIIB
5/2/2013,214.68,219.08,213.26,217.3,1124451,BIIB
5/3/2013,220.39,222.55,217.85,218.85,922300,BIIB
5/6/2013,221.72,222,215.39,215.73,942158,BIIB
5/7/2013,214.81,216.62,211.63,212.55,1119507,BIIB
5/8/2013,212.03,215.6199,209.57,210.71,1141499,BIIB
5/9/2013,210.4,212.04,208.5001,209.28,1027522,BIIB
5/10/2013,210.76,213.38,209.05,213.22,1108467,BIIB
5/13/2013,216.5,222.93,215.94,222.74,1593202,BIIB
5/14/2013,223.4,231.99,222.75,229.84,1972277,BIIB
5/15/2013,228.73,230.98,224.5801,227.13,933715,BIIB
5/16/2013,226.68,228.84,223.107,227.99,1592661,BIIB
5/17/2013,228.36,228.86,224.6,226.85,1243779,BIIB
5/20/2013,226.05,234.46,224.33,225.18,1281240,BIIB
5/21/2013,226.17,234.2,226,231.33,1364463,BIIB
5/22/2013,232.27,238.83,230.06,233.07,1404856,BIIB
5/23/2013,230.25,235.1,226.011,232.62,1231116,BIIB
5/24/2013,230.87,235.4,229.35,235.24,825879,BIIB
5/28/2013,237.23,242.64,236.28,240.86,1451726,BIIB
5/29/2013,239.42,242.18,238.44,238.99,1143833,BIIB
5/30/2013,235.82,241.12,233.12,238.89,1267994,BIIB
5/31/2013,237.18,240.49,237.01,237.49,1337301,BIIB
6/3/2013,234.15,234.7,220.08,227.39,2464121,BIIB
6/4/2013,224.22,225,218.38,219.74,2515077,BIIB
6/5/2013,219,223.6,209.87,214.1,2335535,BIIB
6/6/2013,214.35,221.35,212.87,221.19,1612129,BIIB
6/7/2013,223.57,228.1,223.3,225.02,1722384,BIIB
6/10/2013,225.81,226.6,220.47,222.19,1020853,BIIB
6/11/2013,219.62,225,218.31,223.03,1331794,BIIB
6/12/2013,217.7,218.9,204.12,206.55,2778588,BIIB
6/13/2013,205.86,210.87,204.56,209.58,2011599,BIIB
6/14/2013,212,217.65,208.421,211.99,1569388,BIIB
6/17/2013,214.01,216,206.62,207.75,1649928,BIIB
6/18/2013,210.47,211.62,206.43,210.8,1440675,BIIB
6/19/2013,210.47,211.26,203.59,203.8,1213582,BIIB
6/20/2013,201.6,202.97,197.7,199.58,1937125,BIIB
6/21/2013,201.01,202.9799,194.66,199.074,3518119,BIIB
6/24/2013,197.8,203.6525,195.1,200.46,1820089,BIIB
6/25/2013,201.75,202.31,196.691,199.15,1199468,BIIB
6/26/2013,201.57,209.87,200.26,208.43,1477546,BIIB
6/27/2013,209.8,212.98,207.82,208.81,1400650,BIIB
6/28/2013,221.68,224.63,215.13,215.2,3110384,BIIB
7/1/2013,220.25,223.8,217.725,217.875,1522876,BIIB
7/2/2013,217.49,219.28,215.22,216.65,1172461,BIIB
7/3/2013,214.87,218.67,214.53,217.5,363593,BIIB
7/5/2013,220.27,223.94,220.12,221.65,806090,BIIB
7/8/2013,223.38,225.22,217.5,218.07,943600,BIIB
7/9/2013,219.2,220.92,215.81,219.258,829085,BIIB
7/10/2013,218.87,221.51,216.38,219.7,857696,BIIB
7/11/2013,222.61,226,220.83,223.3,1260874,BIIB
7/12/2013,222.52,226.54,219.19,226.34,1360519,BIIB
7/15/2013,228.01,228.01,222.5,224.33,810476,BIIB
7/16/2013,223.94,225.53,220.031,222.85,1063441,BIIB
7/17/2013,224.06,227.12,223.32,225.1,1025044,BIIB
7/18/2013,225.33,226.99,222.624,223.12,813615,BIIB
7/19/2013,224.33,230.62,220.1,230.27,1592399,BIIB
7/22/2013,234.69,234.74,222.09,231.67,2485920,BIIB
7/23/2013,231.55,231.83,221.91,222.655,1722856,BIIB
7/24/2013,222.73,226.97,221.178,226.61,1455739,BIIB
7/25/2013,233.53,233.97,222.2,227.48,2392644,BIIB
7/26/2013,226.4,227.76,218.16,223.23,1403347,BIIB
7/29/2013,221.86,224.11,215.96,215.96,1429111,BIIB
7/30/2013,216.98,217.99,214.2101,216.93,1797980,BIIB
7/31/2013,217.49,221.7,216.06,218.13,1202869,BIIB
8/1/2013,218.82,221.58,218.03,220.199,1126054,BIIB
8/2/2013,220.38,227.8,220.3,227.76,1529572,BIIB
8/5/2013,228,229,225.1,227.57,969762,BIIB
8/6/2013,227.21,227.36,221.7,221.82,771221,BIIB
8/7/2013,220.64,223,217.13,217.76,1114953,BIIB
8/8/2013,219.7,219.9999,215.87,216.89,807767,BIIB
8/9/2013,214.75,217.1,212.01,212.35,1028855,BIIB
8/12/2013,210.79,210.79,203.55,206.89,1958713,BIIB
8/13/2013,206.88,213.49,206.15,211.25,1775886,BIIB
8/14/2013,210.93,214.16,210.652,211.52,1054843,BIIB
8/15/2013,209.41,209.86,205.73,206.53,814902,BIIB
8/16/2013,205.61,208.92,205.28,206.89,1252746,BIIB
8/19/2013,207.15,209.95,206.84,206.87,639825,BIIB
8/20/2013,206.81,209.246,206.24,206.55,736676,BIIB
8/21/2013,205.61,210.98,203.55,208.08,999517,BIIB
8/22/2013,208.35,212.77,208.01,211.48,612420,BIIB
8/23/2013,211.49,212.25,210.02,211.38,612324,BIIB
8/26/2013,212.02,214.923,210.985,212.34,806600,BIIB
8/27/2013,210.09,211.71,207.39,207.65,725874,BIIB
8/28/2013,208.27,211.29,206.6,209.71,809577,BIIB
8/29/2013,209.19,217.07,209.03,214.13,859661,BIIB
8/30/2013,213.99,214.56,210.87,213.02,1002299,BIIB
9/3/2013,216,222.45,213.05,221.79,1223372,BIIB
9/4/2013,223.64,231.65,223,230.585,1905370,BIIB
9/5/2013,229.81,231.72,226.02,227.7,1074656,BIIB
9/6/2013,229.5,230,224.43,225.18,1256355,BIIB
9/9/2013,226.09,229,224.94,228.858,891582,BIIB
9/10/2013,230,230.35,224.79,228.694,932221,BIIB
9/11/2013,228.5,236.54,227.79,236.27,1220774,BIIB
9/12/2013,236.77,238.5,233.0801,234.11,1112213,BIIB
9/13/2013,234.95,236.07,231.5401,234.71,650440,BIIB
9/16/2013,238.03,240.375,236.31,239.57,1045346,BIIB
9/17/2013,238.98,241,236.23,240.05,798156,BIIB
9/18/2013,245.99,246.49,240.05,246.346,1606258,BIIB
9/19/2013,247.03,248.95,244.62,247.98,1395622,BIIB
9/20/2013,248.28,248.75,246.05,248.13,1673260,BIIB
9/23/2013,248.4,248.4,241.5229,242.674,1059910,BIIB
9/24/2013,242.46,243.97,240.89,243.54,835783,BIIB
9/25/2013,244.1,244.36,241.27,241.512,875823,BIIB
9/26/2013,241.94,245.88,241.48,243.05,989240,BIIB
9/27/2013,241.23,245.16,238.47,244.82,1118913,BIIB
9/30/2013,242,244.5,240.29,240.76,925261,BIIB
10/1/2013,242.85,245.75,241.95,244.92,914758,BIIB
10/2/2013,243.9,248.32,243.625,246.23,849303,BIIB
10/3/2013,244.71,245.9799,233.5,233.84,1683012,BIIB
10/4/2013,236.39,241.45,235.4,240.3,1325957,BIIB
10/7/2013,237.47,240.91,235.59,236.59,911428,BIIB
10/8/2013,235.37,237.75,225.11,225.499,1571855,BIIB
10/9/2013,226.96,228.15,221.07,223.85,1429555,BIIB
10/10/2013,228.26,234.85,227.5001,234.17,1185707,BIIB
10/11/2013,233.97,238.65,233.26,234.8,895325,BIIB
10/14/2013,232.65,238.97,231.02,238.84,701806,BIIB
10/15/2013,237.69,239.07,236.19,236.47,766040,BIIB
10/16/2013,236.57,241.88,236.35,241.18,1153514,BIIB
10/17/2013,241.02,247.46,240.05,247.101,932712,BIIB
10/18/2013,246.7,246.86,241.655,244.904,1122399,BIIB
10/21/2013,245.19,246.5,241.52,243.07,776135,BIIB
10/22/2013,244.25,251.96,243.02,250.6,1240277,BIIB
10/23/2013,249.8,251.838,247.43,251.12,994048,BIIB
10/24/2013,251.99,252.99,248.37,249.22,1035031,BIIB
10/25/2013,250.53,252.8265,247.755,252.26,1350886,BIIB
10/28/2013,250.465,262,245.03,254.43,2585694,BIIB
10/29/2013,255.85,256,249.13,254.39,875339,BIIB
10/30/2013,253.72,254.815,246.77,248.95,934530,BIIB
10/31/2013,249.23,251,244.17,244.19,1176113,BIIB
11/1/2013,245.57,248.315,239.61,243.1,1593538,BIIB
11/4/2013,243.79,245.95,239.85,240.07,942173,BIIB
11/5/2013,237.99,244.87,237.99,244.06,995254,BIIB
11/6/2013,245.27,245.98,237.63,238.478,1053625,BIIB
11/7/2013,239.72,242.89,230.53,231.19,1444991,BIIB
11/8/2013,233.12,237.54,230.25,236.69,1095922,BIIB
11/11/2013,236.23,237.43,232.36,234.79,770449,BIIB
11/12/2013,233.5,235.63,231,235.62,991126,BIIB
11/13/2013,233.7,236.43,232.11,236.1,1006274,BIIB
11/14/2013,236.5,240.84,236.5,237.58,680886,BIIB
11/15/2013,237,245.81,236.8,245.09,1579726,BIIB
11/18/2013,244.98,247.4,239.81,241.27,1224246,BIIB
11/19/2013,241.97,248.75,240.68,245.46,1203463,BIIB
11/20/2013,245.67,249.96,243,246.12,1014438,BIIB
11/21/2013,247.3,253.22,245.31,252.43,1399465,BIIB
11/22/2013,278,289.97,274.98,285.616,4701626,BIIB
11/25/2013,286.54,297.98,284.51,295.88,2727961,BIIB
11/26/2013,295.95,297.8,288.58,289.2,1584811,BIIB
11/27/2013,292.8,295.89,288.0101,293.83,940013,BIIB
11/29/2013,290,295.49,290,290.97,514221,BIIB
12/2/2013,291.71,298.82,290.52,294.84,1128494,BIIB
12/3/2013,294.17,294.25,286.56,287.76,1419461,BIIB
12/4/2013,285.9,289.239,282.38,285.82,900225,BIIB
12/5/2013,284.95,288.73,282.12,284.92,1159324,BIIB
12/6/2013,289.55,292.859,283,290.9,1214954,BIIB
12/9/2013,292.99,293.2,284.7,286.18,1190629,BIIB
12/10/2013,286.83,288.8975,281.2847,285.23,937546,BIIB
12/11/2013,284.66,286.02,277.19,278.04,1270230,BIIB
12/12/2013,278.2,283.83,277.219,277.87,993646,BIIB
12/13/2013,278.02,279.41,271.59,275.32,1167492,BIIB
12/16/2013,277.22,283.54,273.21,273.6,1178303,BIIB
12/17/2013,274.55,276.59,270.27,271.51,1253724,BIIB
12/18/2013,272.19,281.25,270.74,280.64,1870622,BIIB
12/19/2013,278.88,280.43,275.17,277.21,956763,BIIB
12/20/2013,278.46,285.54,275.03,283.34,3027642,BIIB
12/23/2013,284.28,285,279.51,281.61,1076910,BIIB
12/24/2013,281.44,282.68,278.36,280.65,463262,BIIB
12/26/2013,280.81,282.216,279.071,281.34,620590,BIIB
12/27/2013,281.81,282.919,276.31,277.17,609633,BIIB
12/30/2013,278.39,280.185,273.77,279.57,605222,BIIB
12/31/2013,279.93,281.485,278.6,279.572,640647,BIIB
1/2/2014,279.44,282.515,276.21,280.33,902226,BIIB
1/3/2014,279.8,280.836,275.48,277.4,655988,BIIB
1/6/2014,278.03,279.36,270.62,274.97,1019108,BIIB
1/7/2014,275.83,277.17,273.45,273.5175,819051,BIIB
1/8/2014,276.64,290.99,274.25,290.01,1436701,BIIB
1/9/2014,292.05,296.9999,288,289.75,1318682,BIIB
1/10/2014,291.57,299.85,286.3,299.31,1868748,BIIB
1/13/2014,299.35,302.95,281.55,283.67,2307053,BIIB
1/14/2014,284.7,300.67,280.31,297.47,1652665,BIIB
1/15/2014,297.48,298.6283,292.32,296.72,1039278,BIIB
1/16/2014,297.27,299.13,291.75,294,1052571,BIIB
1/17/2014,293.6,298.98,293.19,297.48,1413661,BIIB
1/21/2014,300.45,311.2,299.54,310.5,1794708,BIIB
1/22/2014,309.8,315,306.32,310.54,1125832,BIIB
1/23/2014,307.23,315.38,305.48,314.96,1578784,BIIB
1/24/2014,314.78,315.13,303.14,303.6,1943806,BIIB
1/27/2014,303.61,303.855,292.53,297.88,1515382,BIIB
1/28/2014,302.38,306,297.02,305.65,1725184,BIIB
1/29/2014,299.03,318.42,292.82,305.46,2774216,BIIB
1/30/2014,310.72,321.25,310,318.28,1813413,BIIB
1/31/2014,313.08,317.45,311.011,312.64,1313163,BIIB
2/3/2014,314.84,316.99,298.15,300.39,2205491,BIIB
2/4/2014,299.01,310.06,298.15,308.18,2141353,BIIB
2/5/2014,307.39,307.39,294.02,299.93,1888118,BIIB
2/6/2014,301.88,307.35,300.67,301.01,1384814,BIIB
2/7/2014,303.13,316.02,301.38,315.54,1505545,BIIB
2/10/2014,315.54,318.225,311.665,317.96,1249828,BIIB
2/11/2014,314.31,319.9,313,319.82,1564625,BIIB
2/12/2014,319.27,326.34,318.63,323.04,1461268,BIIB
2/13/2014,316.81,329.45,315.0001,328.62,1311440,BIIB
2/14/2014,329.48,331.74,327.1,328.29,1056135,BIIB
2/18/2014,327.9,335.99,326.96,334.98,966935,BIIB
2/19/2014,334.12,335.39,326.65,328.45,826843,BIIB
2/20/2014,330.33,335.88,323.31,335.11,1317168,BIIB
2/21/2014,336.37,349.77,334.47,347.11,1815763,BIIB
2/24/2014,348.15,353.47,345.62,345.63,1668328,BIIB
2/25/2014,346.51,349.54,343.11,346.3,1353961,BIIB
2/26/2014,342.17,353,337.31,343.21,1192367,BIIB
2/27/2014,342.5,348.39,340.77,343.86,1149804,BIIB
2/28/2014,346.16,349.95,335.02,340.68,1862125,BIIB
3/3/2014,340.68,342.36,331.22,338.38,1340351,BIIB
3/4/2014,343.53,346.74,341.1,343.15,1109448,BIIB
3/5/2014,345.23,346.295,338.86,339,1003264,BIIB
3/6/2014,346.86,353,334.01,340.69,2233579,BIIB
3/7/2014,341.79,342.8499,323.72,328.75,2785693,BIIB
3/10/2014,327.65,338.6,327.0075,338,1471460,BIIB
3/11/2014,338.25,341.26,334.19,335.99,1025667,BIIB
3/12/2014,333.05,340.375,332.28,339.55,879316,BIIB
3/13/2014,341.04,342.59,329.03,332.05,1064992,BIIB
3/14/2014,333.4,340,329.228,332.49,1337136,BIIB
3/17/2014,334.83,349,334.3201,345.6,1562525,BIIB
3/18/2014,346.8,354.07,345.7,351.94,1519076,BIIB
3/19/2014,352.49,358.89,347,350.01,1341947,BIIB
3/20/2014,348.27,353.2,344.721,347.04,1369100,BIIB
3/21/2014,355,355,313.08,318.53,5749873,BIIB
3/24/2014,320.2,322,300.32,312.6,3748058,BIIB
3/25/2014,316,321.14,304,311.78,2148596,BIIB
3/26/2014,313.08,317.28,305.93,305.93,1976099,BIIB
3/27/2014,306.64,312.9,296.65,309.76,2022085,BIIB
3/28/2014,305.01,314.19,292.67,294.12,2555334,BIIB
3/31/2014,296.11,306.94,296.11,305.87,1952544,BIIB
4/1/2014,308.42,316.34,305.31,309.79,1714903,BIIB
4/2/2014,311.64,317,306.5,309.7,1483689,BIIB
4/3/2014,307.99,308.99,296.23,301.86,2008112,BIIB
4/4/2014,303.71,305.479,286.3,288.2699,3290060,BIIB
4/7/2014,286.36,297.76,281.59,294.19,2427578,BIIB
4/8/2014,295.48,295.96,284.32,285.92,2502877,BIIB
4/9/2014,288.02,301.4499,285.92,300.68,1988978,BIIB
4/10/2014,300.1,300.91,284.57,287.35,2636183,BIIB
4/11/2014,284.89,292.8,273.73,274,2742872,BIIB
4/14/2014,277.91,285.99,274,279.52,1880456,BIIB
4/15/2014,280.55,288.84,272.02,285.49,1871561,BIIB
4/16/2014,290.28,294,284.07,291.48,1768211,BIIB
4/17/2014,291,296,289.76,290.54,1283744,BIIB
4/21/2014,290.6,298.57,290.2,297.98,984492,BIIB
4/22/2014,300.5,309.17,300,306.2,1778010,BIIB
4/23/2014,309,311.1,295.49,306.75,2598030,BIIB
4/24/2014,307,308.72,286.48,294.84,2385364,BIIB
4/25/2014,293.04,296.74,285.58,285.81,1727651,BIIB
4/28/2014,289.16,292.42,275.3925,283.12,1802432,BIIB
4/29/2014,285.35,294.36,281.995,290.84,1634637,BIIB
4/30/2014,285,291.56,281.32,287.12,1452074,BIIB
5/1/2014,287.11,291.99,283.3,286.75,1312842,BIIB
5/2/2014,290.52,290.61,280.01,282.01,1284761,BIIB
5/5/2014,280.61,291.31,279,290.06,1177850,BIIB
5/6/2014,287.77,291.09,285.52,285.94,1236926,BIIB
5/7/2014,286.26,288.25,278.1,284,1379618,BIIB
5/8/2014,286,291.28,281.82,282.96,1230205,BIIB
5/9/2014,282.75,286.99,278.59,286.65,1084327,BIIB
5/12/2014,289.78,301,288.01,300.54,1683471,BIIB
5/13/2014,300.03,300.95,295.55,295.85,988792,BIIB
5/14/2014,294.87,301.21,293.3301,296.5,1030706,BIIB
5/15/2014,295.63,297.972,286,289.53,1311054,BIIB
5/16/2014,288.49,292.5535,285.01,291.32,1148136,BIIB
5/19/2014,289.15,293.41,287.56,290.75,772802,BIIB
5/20/2014,292.23,293.81,288.43,289.79,1089013,BIIB
5/21/2014,290.12,296.759,290.12,295.355,979052,BIIB
5/22/2014,293.57,303.17,292.58,299.69,1092439,BIIB
5/23/2014,301.97,302.73,295.51,299.71,883242,BIIB
5/27/2014,303.24,310.05,299.5001,309.77,1311700,BIIB
5/28/2014,311.02,315.42,308.04,308.81,1160771,BIIB
5/29/2014,314.86,319.94,314.5425,319.85,1769555,BIIB
5/30/2014,320.8,322.25,317.93,319.37,1296060,BIIB
6/2/2014,318.93,320.03,310.61,318.22,754739,BIIB
6/3/2014,316.37,318.87,313.77,316.86,786272,BIIB
6/4/2014,315.87,320,314.01,319.18,740629,BIIB
6/5/2014,320.17,321.2,315.82,320.13,1119505,BIIB
6/6/2014,321.96,322.046,314.2933,317.55,873255,BIIB
6/9/2014,320,321.48,316.08,318.16,775186,BIIB
6/10/2014,316.2,319.84,312.61,315.44,1016956,BIIB
6/11/2014,314.04,314.99,308,310.72,909718,BIIB
6/12/2014,310.72,314.07,308.1,309.78,802795,BIIB
6/13/2014,310.5,311.38,306.4,309.98,773230,BIIB
6/16/2014,309.6,312.95,306.76,307.97,890706,BIIB
6/17/2014,306.99,307.465,302.01,304.79,862056,BIIB
6/18/2014,305.51,310.36,304.615,309.81,1068318,BIIB
6/19/2014,310.67,313.53,308.45,311.98,1034525,BIIB
6/20/2014,313.85,319.89,312.5,319.59,2091730,BIIB
6/23/2014,318.01,321.8857,312.87,313.46,890873,BIIB
6/24/2014,313.59,319.26,312.66,314.23,1106765,BIIB
6/25/2014,313.09,318,312.58,314.76,1051742,BIIB
6/26/2014,315.68,319.88,312.87,318.63,1027515,BIIB
6/27/2014,318.57,320.99,315.671,318.13,969387,BIIB
6/30/2014,317.16,319.62,315.01,315.31,938257,BIIB
7/1/2014,317.03,326.23,315.24,324.74,1182380,BIIB
7/2/2014,325.25,332.7799,324.01,331,1186001,BIIB
7/3/2014,330.8,332.93,328.23,331.15,700640,BIIB
7/7/2014,329.4,332.97,324,325.68,803791,BIIB
7/8/2014,324,324.6,316.91,317.59,1238281,BIIB
7/9/2014,322.62,322.8744,313.612,320.14,1030015,BIIB
7/10/2014,317.1,321.4105,315,319.12,825274,BIIB
7/11/2014,320,323.4399,316.04,322.22,946921,BIIB
7/14/2014,325.12,325.12,319.06,319.75,879937,BIIB
7/15/2014,320.76,321.81,311.92,312,1394109,BIIB
7/16/2014,313.83,313.83,302.55,303.74,1805400,BIIB
7/17/2014,301.85,307.99,298.31,299.29,1653248,BIIB
7/18/2014,301.12,305.82,298.64,304.1,1551679,BIIB
7/21/2014,303.04,304.2418,300.4,302.5,1027810,BIIB
7/22/2014,305.18,308.68,302.94,303.67,1200258,BIIB
7/23/2014,335,343.586,331,337.6,4143123,BIIB
7/24/2014,337.6,339.83,335.22,336.79,1599871,BIIB
7/25/2014,334.78,337.5,332.765,335.45,1068622,BIIB
7/28/2014,334.68,338.34,332.1,336.39,995641,BIIB
7/29/2014,337,344.069,335.7,341.73,1286026,BIIB
7/30/2014,344.45,349,343.02,344.52,1303257,BIIB
7/31/2014,342.72,342.8599,333.345,334.39,1168973,BIIB
8/1/2014,332.93,337.82,325.85,329.83,1319275,BIIB
8/4/2014,330.08,330.94,325.76,326.55,989313,BIIB
8/5/2014,325.58,328.55,322.1401,325.23,1144601,BIIB
8/6/2014,324.06,328.49,322,325.199,940576,BIIB
8/7/2014,326,327.355,319.8,320.6,872695,BIIB
8/8/2014,320.88,326.4,319.32,324.05,1197040,BIIB
8/11/2014,327.3,327.44,319.073,320.34,983040,BIIB
8/12/2014,319.96,325.64,317,324.96,1045605,BIIB
8/13/2014,325.51,335.39,324.13,334.64,1448053,BIIB
8/14/2014,335.05,338.51,333.66,337.01,1319175,BIIB
8/15/2014,339.25,343.03,330.6959,342.47,1724429,BIIB
8/18/2014,347.59,348.4,342.09,344.6,1223574,BIIB
8/19/2014,344.82,348.49,343.29,345.84,815746,BIIB
8/20/2014,343.68,345.46,340.67,342.58,700054,BIIB
8/21/2014,342.73,344.4199,337.19,338.65,663651,BIIB
8/22/2014,339.84,341.898,337,339.97,677368,BIIB
8/25/2014,342.54,345.75,341.0801,342.7,719351,BIIB
8/26/2014,343.39,343.6,340.01,342.99,837271,BIIB
8/27/2014,343.46,343.76,338.54,343.36,972051,BIIB
8/28/2014,341.14,343.83,339.52,341.24,644897,BIIB
8/29/2014,343.63,343.63,339.18,343.04,700097,BIIB
9/2/2014,345.47,347.7892,340.6,342.68,715592,BIIB
9/3/2014,343.37,345.81,342.17,344.12,736909,BIIB
9/4/2014,344.37,344.44,333.78,334.83,830178,BIIB
9/5/2014,335.04,335.75,321,330.48,1911854,BIIB
9/8/2014,329.28,331.85,326.74,331.31,927175,BIIB
9/9/2014,330.74,330.74,326.03,326.83,842133,BIIB
9/10/2014,325.99,333,325.99,332.08,811110,BIIB
9/11/2014,330.41,332.81,324.74,327.11,925506,BIIB
9/12/2014,327.31,328.16,321.1107,323.39,802697,BIIB
9/15/2014,323.4,323.97,315.71,320.12,1064013,BIIB
9/16/2014,319.42,328.75,318.69,326.88,999124,BIIB
9/17/2014,328.42,330.98,322.69,327.58,1088557,BIIB
9/18/2014,328.86,330.3,325.36,329.99,637122,BIIB
9/19/2014,329.51,334.82,327.49,329.24,1742641,BIIB
9/22/2014,327.36,330.34,325.01,329.76,1028473,BIIB
9/23/2014,328.51,334.95,327.68,332.24,1039658,BIIB
9/24/2014,333.4,347.75,333.114,346.3,1582574,BIIB
9/25/2014,344.05,345.6499,333.06,333.4,1559997,BIIB
9/26/2014,333.87,334.79,328.68,333.54,1075576,BIIB
9/29/2014,329.7,333.5,326.85,330.16,802249,BIIB
9/30/2014,330.23,332.4,327.08,330.81,1055403,BIIB
10/1/2014,330.97,331.15,321.98,323.5,988662,BIIB
10/2/2014,322.6,324.45,317.53,319.84,1116330,BIIB
10/3/2014,323.33,331.01,321.63,327.09,1306511,BIIB
10/6/2014,331.05,331.05,324.01,325.07,723890,BIIB
10/7/2014,325,325,315.82,315.92,1053427,BIIB
